"CAR_SE_ALOPER";"NUM_OPER_ALIM_ALOPER";"NOME_ALOPER";"TOT_CONS_ALOPER";"TOT_KVA_ALOPER";"QTDE_POSTO_ALOPER";"COMPRIM_TOT_ALOPER";"NVL(AO.INDIC_ALIM_EXPRES_ALOPER,'N')";"CONJUNTO"
72830;728306295;CAPTACAO;316;8850;161;76.02;N;14634
72830;728306297;PIONEIRO;3132;10950;92;15.93;N;14634
72830;728306298;IMAGEM;1901;9875;70;12.18;N;14634
72830;728306299;MORUMBI;3962;8978;108;25.9;N;14634
72830;728306300;SANTA CASA;2697;10075;71;13.7;N;14634
75870;758706301;EXPOSICAO;2544;8988;92;16.69;N;14634
75870;758706302;INDUSTRIA;286;12778;43;9.8;N;14634
72010;720106303;PLATAO;2082;5102;51;12.29;N;15945
72636;726366304;PALHANO;1569;9908;29;10.2;N;15936
72636;726366305;PINHEIROS;3623;5942;51;9.33;N;15936
72822;728226306;QUINTINO;1135;5750;30;3.35;N;15932
75120;751206307;TUCUNARE;4208;19116;391;121.52;N;16780
75084;750846308;COLUMBIA;1675;2190;30;7.02;N;16772
75409;754096309;BUFALO;553;2522;33;9.93;N;16772
74880;748806310;BAMERINDUS;908;4550;28;5.7;N;16766
72150;721506311;CACULA;3820;14130;367;164.42;N;14697
72410;724106312;CRUZMALTINA;1365;7782;333;184.94;N;14662
72010;720106313;ATENAS;2714;6615;107;30.6;N;15945
75759;757596314;ARENITO;1653;2828;61;25.04;N;15945
75759;757596315;INAJA;1436;7715;211;154.25;N;15945
75889;758896316;MAXIMIANO;2124;4535;70;18.91;N;14634
75889;758896317;IVAITINGA;242;4600;148;102.95;N;14634
75029;750296318;CANET;1992;7452;182;100.66;N;14634
75029;750296319;NORDESTINA;360;3620;128;111.28;N;14634
75909;759096320;ADEMAR DE BARROS;1472;10202;304;171.07;N;14634
75909;759096321;PALMEIRA;2281;3930;56;10.53;N;14634
75909;759096322;PONTE PRETA;1932;9298;211;127.28;N;14634
72590;725906323;RODOVIARIA;3659;8538;107;31.59;N;14651
72590;725906324;ALTO DA GLORIA;3359;9715;96;21.24;N;14651
72590;725906325;COSTA RICA;321;8270;257;181.81;N;14651
75609;756096326;CUIABA;1411;5666;74;19.3;N;14651
75629;756296328;ADECON;2371;10038;178;99.09;N;14651
75629;756296329;PORTO FELICIO;1473;16108;617;274.76;N;14651
75679;756796330;CASTELO;1594;4380;79;21.6;N;14651
75679;756796331;IVAINA;1367;4952;148;72.69;N;14651
75175;751756332;ITAUNA DO SUL;1634;6932;186;66.96;N;14651
75175;751756333;ALAGOAS;1805;6990;149;64.31;N;14651
75519;755196334;PIMENTEL;1478;10238;169;115.67;N;14651
75519;755196336;LONDRINA;2372;9770;133;58.95;N;14651
75559;755596337;JARDIM;2222;8660;172;143.88;N;15945
72300;723006338;RODEIO;2802;10180;238;131.64;N;14666
72300;723006339;SANTA CLARA;4589;11995;226;109.78;N;14666
72300;723006340;CAIRI;1568;8085;157;67.38;N;14666
75699;756996341;CARLOS GOMES;2381;4748;63;12.73;N;14651
75699;756996342;SAO JOSE DO IVAI;861;11442;438;224.06;N;14651
75196;751966343;NOVA BILAC;574;4988;114;88.43;N;15963
75196;751966344;FAGION;1981;5656;55;12.04;N;15963
75269;752696350;MATARAZO;1686;5065;128;87.09;N;14666
75269;752696351;SANTA INES;1047;5186;125;101.05;N;14666
75554;755546352;TREVO;2342;4588;64;12.91;N;14634
75554;755546353;CANABRAVA;3179;10060;120;51.49;N;14634
75744;757446354;COOPCANA;38;4118;34;45.78;N;15945
75744;757446355;SETE DE SETEMBRO;1665;5315;71;23.71;N;15945
75269;752696356;JARDIM OLINDA;1150;3860;92;45.04;N;14666
72830;728306357;VILA OPERARIA;4377;8218;130;45.13;N;14634
75699;756996358;SANTA MONICA;179;4236;115;60.03;N;14651
75220;752206359;MACAXEIRA;208;6438;130;73.38;N;14634
75220;752206360;GRACIOSA;625;8032;184;79.06;N;14634
72590;725906361;REPUBLICA;1262;5738;51;7.63;N;14651
75622;756226362;BEIRA RIO;1949;8852;104;18.87;N;14651
75622;756226363;POUSADA;912;8898;86;18.63;N;14651
75909;759096364;PARA;1514;6798;148;52.21;N;14634
75554;755546366;MIRADOR;1070;4598;116;77.18;N;14634
75744;757446367;OLARIA;1382;9226;80;57.19;N;15945
72010;720106368;MARISTELA;903;6273;78;26.84;N;15945
72994;729946369;BRASIL;4617;11608;170;33.5;N;16770
72994;729946370;RELOGIO;1373;20994;777;260.12;N;16770
72300;723006371;LATICINIO;2299;11032;119;41.88;N;14666
72994;729946372;SAO JOAO;4964;18989;417;104.39;N;16770
72994;729946373;TIJUCO PRETO;1960;20412;1202;355.07;N;16770
72824;728246374;CEGONHA;2263;8652;63;14.4;N;14637
74570;745706375;JUSSARA;4929;9795;73;11.54;N;16765
74570;745706376;MARIALVA;3990;10038;80;11.6;N;16765
74570;745706377;PALMAS;5131;25922;111;14.96;N;16765
74570;745706378;PASSOS;6275;13648;88;15.4;N;
74570;745706379;REFRIGERACAO;135;16945;3;4.55;N;16765
74570;745706380;SARANDI;6196;19172;99;16.04;N;16765
72091;720916381;CERAL;2;512;1;337.15;N;15953
72651;726516382;AROEIRA;486;16265;51;14.57;N;15962
72091;720916383;TELEMACO CARNEIRO;4041;6840;81;15.74;N;15953
72091;720916384;VILA ROMANA;3158;4725;68;16.81;N;15953
72091;720916385;JARDIM CERES;1999;4060;50;9.44;N;15953
72651;726516386;JATOBA;4318;9782;96;20.58;N;15962
75270;752706387;GERMANIA;1515;12602;59;11.46;N;14626
72295;722956388;USINA;2113;9988;99;30.23;N;14667
72295;722956389;ITAMI;1248;6674;112;69.62;N;14667
72295;722956390;GLEBA 7;1515;5562;126;93.22;N;14667
75169;751696391;COOPAGRO;1701;7638;144;45.79;N;15571
75169;751696392;SUCEPAR;4447;20545;301;171.14;N;15571
75169;751696393;DECHICHE;3973;13220;349;165.3;N;15571
75297;752976394;INCOJAL;1961;9780;112;50.01;N;14672
75305;753056395;CERAMICA;72;3400;76;86.74;N;14672
75305;753056396;RIACHUELO;2047;5120;69;15.79;N;14672
75521;755216397;SAO SILVESTRE;1797;10140;359;196.37;N;14667
75521;755216398;IPIRANGA;1709;7460;205;74.19;N;14667
75297;752976399;GUIOMAR;2529;13775;230;101.56;N;14672
75644;756446400;ESPANHA;2403;5962;86;17.36;N;14667
75644;756446401;GUAPOREMA;2501;16362;292;171.51;N;14667
75829;758296402;BOLIVAR;2319;7160;101;22.68;N;14672
75829;758296403;PEDREIRA;170;9516;159;111.8;N;14672
75895;758956404;MATRIZ;1230;2995;62;15.21;N;14667
75895;758956405;PARANA;484;7295;252;155.17;N;14667
75899;758996406;ANCHIETA;3663;8442;112;24.41;N;14672
75899;758996407;MALU;2190;6710;101;24.38;N;14672
75949;759496408;BOIADEIRA;2372;7998;176;72.82;N;14672
75949;759496409;APARECIDA;1036;10161;517;278.71;N;14672
75039;750396410;SAO LOURENCO;1517;11729;391;233.22;N;14682
75776;757766411;CASTILHO;569;6090;82;95.45;N;15933
75329;753296412;PULINOPOLIS;1317;7186;141;126.91;N;15933
72581;725816413;CONTORNO SUL;4178;18515;94;23.65;N;15937
72581;725816414;CERRO AZUL;8630;24480;257;52.26;N;15937
72581;725816415;GASTAO VIDIGAL;6888;30412;202;38.3;N;15937
72581;725816416;INGA;5072;20702;122;18.75;N;15937
72581;725816418;MEM DE SA;4398;12620;80;8.45;N;15937
72581;725816419;VAZ CAMINHA;3812;15775;97;10;N;15937
72581;725816420;HIGIENOPOLIS;3083;14508;109;16.11;N;15937
72647;726476421;CAMPINA DO AMORAL;129;6565;117;100.67;N;14647
75535;755356422;VITORIA;2379;8355;50;10.26;N;15943
75535;755356423;CURITIBA;4703;10485;131;58.7;N;15943
72867;728676424;MELCHIOR;6328;11580;91;17.23;N;14621
72867;728676425;BORSARI;7490;12552;114;25.06;N;14621
72650;726506428;ROMAGNOLE;2662;16185;66;12;N;16764
72650;726506429;SAPUCAIA;246;7248;248;146.57;N;16764
72290;722906430;FRANZONI;4386;18052;150;23.85;N;14672
72290;722906431;LAVANDERIA;662;17452;167;52.53;N;14672
72647;726476432;GUARANI;516;6706;126;84.03;N;14647
75535;755356434;JOANA DARC;4852;12838;118;27.55;N;15943
75305;753056435;CARAVELAS;2023;8515;164;75.35;N;14672
75179;751796436;GAZIN;1397;10100;216;165.77;N;15571
72991;729916437;ANHUMAI;5137;9048;119;23.18;N;15572
72991;729916438;RIO GRANDE DO NORTE;5052;16060;229;51.92;N;15572
72991;729916439;SANTOS DUMONT;2378;11812;77;7.73;N;15572
75639;756396442;SANTO ANTONIO;1953;4673;107;33.73;N;14647
75389;753896443;EPITACIO;2032;3600;48;10.3;N;14656
72760;727606444;PEDRO TAQUES;2935;4912;53;11.16;N;15933
72151;721516446;CEARA;2710;6010;90;28.24;N;16757
72151;721516447;MARECHAL;1332;4262;99;35.18;N;16757
72865;728656448;SEGURO;4350;10705;88;26.82;N;15961
75849;758496449;VIANA;357;6112;81;89.08;N;14665
74520;745206451;RIO BRANCO;4092;27038;91;8.79;N;15971
74745;747456454;GME;200;5008;7;2.43;N;15921
75849;758496456;SALGUEIRO;698;11010;90;134.5;N;14665
75636;756366457;CONCORDIA;3848;7123;129;41.77;N;14697
75958;759586459;VARSOVIA;1906;10385;224;115.33;N;14665
75819;758190791;TRES BARRAS;1228;6726;288;141.86;N;14699
72994;729941266;GUAMIRANGA;197;4516;98;38.84;N;16770
75087;750871896;BORKRE;90;1406;75;32.65;N;14662
75325;753251674;PAULO FRONTIN;0;0;0;22.1;S;14627
72857;728571899;ITAMARATY;0;0;0;7.95;S;14626
72587;725876460;SERRA DOURADA;3450;6322;111;31.09;N;15966
71800;718001159;IMPAR;1;7500;0;6.45;N;15574
72980;729806461;SAO GABRIEL;1183;10448;72;23.41;N;15927
75732;757326040;CANAVIAL;499;7375;156;77.53;N;15576
72270;722706041;HIPICA;3011;13730;125;32.06;N;14676
75009;750096042;HOTEIS;3182;33612;367;89.99;N;15576
72850;728506043;FACULDADE;3023;8862;89;16.87;N;14628
75405;754056044;PETUNIA;2227;19195;369;191.7;N;14658
75009;750096045;CATARATAS DO IGUACU;237;20360;83;49.14;N;15576
72864;728646047;FERRARI;2580;8110;121;33.02;N;14622
74130;741306048;BOM JESUS;2276;8768;48;3.45;N;16758
72865;728656049;CONTINENTAL;4651;6465;76;14.34;N;15961
72865;728656050;MARIA CECILIA;3438;4508;53;11.27;N;15961
75572;755726052;CARAZINHO;1026;13170;571;183.44;N;14627
75572;755726053;QUATORZE DE DEZEMBRO;1498;8030;375;135.98;N;14627
75572;755726054;VERA GUARANI;848;10454;556;135.91;N;14627
72153;721536056;MARINA;3685;5545;71;16.43;N;14694
75775;757756057;BOM JESUS;1841;3785;51;10.9;N;14687
75998;759986060;CANCELA;28;1858;6;2.7;N;14638
75161;751616061;SERRINHA;4621;18225;554;153.09;N;15924
75161;751616062;CAMOMILA;3049;21268;905;268.49;N;15924
75167;751676063;MACIEIRAS;2470;5865;73;17.46;N;15959
75341;753416064;COLORADO;883;14676;277;76.11;N;15938
75631;756316066;UVARANA;2541;12318;509;158.94;N;14652
75633;756336067;MATO PRETO;1403;12380;840;357.8;N;14652
75633;756336068;FAXINAL;679;8393;439;182.81;N;14652
75828;758286069;FIGUEIRA;1486;7520;619;247.21;N;15970
75927;759276070;TABATINGA;2390;10228;325;93.31;N;14600
75163;751636071;PENHA;2585;20728;233;132.36;N;16760
75113;751136072;VILA RESIDENCIAL 1;14;668;7;2.05;N;14628
75113;751136073;CASA DE FORCA 2;1;75;2;2.3;N;14628
75113;751136074;CASA DE FORCA 1;0;622;3;3.59;N;14628
71480;714806076;SAO JOAQUIM;4890;12630;145;33.63;N;15941
74050;740506078;CHAPADA;7478;10748;137;28.59;N;15924
74050;740506079;VAN LEER;1616;10632;39;10.1;N;15924
74050;740506080;GONVARRI;3592;19318;90;21.12;N;14603
72583;725836082;GUAMIRIM;1214;13054;622;210.41;N;15565
74755;747556083;JACOMEL;2471;19292;109;15.77;N;15922
74760;747606084;PELANDA;5298;20952;189;34.93;N;16774
74846;748466086;TORTUGA;26;14450;5;1.9;N;14603
74846;748466087;RISOTOLANDIA;237;18525;27;9.44;N;14603
72220;722206088;MATRIZ;2183;8028;56;8.5;N;16768
74846;748466089;DISTRIBUIDORAS;202;10300;16;5.45;N;14603
74846;748466090;AAM;1;10000;0;0.32;N;14603
74877;748776091;SHOPPING BARIGUI;13;21850;0;1.24;N;15564
75779;757796092;AGUAPE;608;7466;335;153.02;N;15939
74878;748786093;REBELATO;3896;5498;68;9.86;N;15578
74743;747436094;MASSIGNAN;2818;6592;83;13.22;N;15567
75325;753256095;PASSINHOS;131;1765;92;29.1;N;14627
74880;748806096;PERNAMBUCO;2204;4438;46;8.54;N;16766
74880;748806097;PROVIDENCIA;2136;21940;74;10.92;N;16766
75004;750046098;PARANAY;738;1628;19;3.14;N;15950
72821;728216100;ESMERALDA;5126;6068;72;14.48;N;14640
75934;759346101;CORREDEIRA;2856;14359;601;228.12;N;16780
72930;729306104;FASUL;3793;13432;134;24.22;N;15928
72930;729306105;DEZ DE MAIO;601;9108;163;69.33;N;15928
72930;729306106;GUARANI;3971;19978;140;18.3;N;15928
72589;725896107;RODEIO;1608;18786;504;166.32;N;14652
74880;748806108;WESTPHALEN;924;10972;41;6.51;N;16766
71100;711006110;CAMPO MAGRO;3453;21152;381;91.84;N;15563
72930;729306111;MARIPA;3666;19045;145;17.86;N;15928
72656;726566113;ITALIA;1706;18418;495;260.69;N;15964
74755;747556114;PINHEIRAO;3501;4335;48;9.31;N;15922
72656;726566115;RUBI;1047;14980;511;200.71;N;15964
74346;743466116;BOTICARIO;1;4500;0;0.6;N;15972
74680;746806117;URANO;4893;6112;81;15.03;N;16767
72865;728656118;XAVIER;4482;10585;118;24.98;N;15961
72930;729306119;TRENTO;3393;7338;94;19.12;N;15928
74745;747456120;BENETON;3887;28790;101;24.14;N;15921
74125;741256121;AUGUSTA;8253;19960;157;28.97;N;15579
74745;747456122;AEROPORTO;2108;5430;44;14.42;N;15921
75341;753416123;PARANA;1526;8985;151;32.53;N;15938
72190;721906124;INDUSTRIAL;5167;24445;257;53.24;N;16756
74685;746856125;SAO ROQUE;5940;10025;123;25.18;N;14579
71100;711006126;JARDIM GABINETO;8627;17882;119;19.73;N;15563
72190;721906127;COPERVALE;2930;18368;158;73.92;N;16756
72190;721906128;FUMEIRO;4921;8358;126;28.49;N;16756
74145;741456129;EUCALIPTOS;6629;7462;92;13.38;N;16759
74343;743436130;PEDREIRA;5438;17042;136;18.82;N;14586
74755;747556131;OFICINAS;10415;12495;156;26.43;N;15922
71900;719006132;HENRIQUE MEHL;2327;6672;56;10.7;N;16775
74200;742006133;PRADO;792;16075;31;6.56;N;15974
71745;717456134;SAO JOAO;4508;9080;100;16.69;N;15948
72205;722056135;SAO LUIZ DO PURUNA;4106;31559;764;267.6;N;14684
72825;728256136;CIPRESTE;4037;14185;117;36.9;N;14636
72825;728256137;CANFOEIRO;4137;16482;124;23.78;N;14636
71900;719006138;NAPOLES;2628;5768;61;9.02;N;16775
72825;728256139;LIMOEIRO;334;10882;63;84.41;N;14636
72825;728256140;PLATANO;4025;17532;143;30.45;N;14636
74050;740506141;CAMPESTRE;5519;31936;1021;289.8;N;15924
75121;751216142;ATLANTA;393;9942;80;34.78;N;15574
74110;741106143;AHU;3639;18600;77;6.45;N;15969
75989;759896145;CAMPO ALTO;999;7236;266;82.5;N;14600
75979;759796146;RIO PARDO;963;18988;328;131.1;N;15968
75979;759796147;FLORIDA;529;17692;213;93.04;N;15968
75504;755046148;RURAL;612;15782;291;133.41;N;16760
75952;759526149;CAFE;2351;14702;168;57.18;N;16756
72996;729966150;PANAMENHO;4949;7258;94;19.9;N;14611
75952;759526151;JOTAESSE;1043;15708;227;198.82;N;16756
75952;759526152;PALMITOLANDIA;419;9588;222;127.18;N;16756
75533;755336153;SAO SEBASTIAO;569;14752;223;124.48;N;15928
75533;755336154;FILADELFIA;2455;11238;303;115.47;N;15928
75569;755696155;AVENIDA;2015;11092;142;35.9;N;14645
75569;755696156;BOM JARDIM;1190;17198;423;182.86;N;14645
74685;746856157;LARANJEIRAS;2229;13720;399;133.06;N;14579
75225;752256158;RIACHUELO;3825;9032;129;29.23;N;14670
75111;751116159;FABRICIO;2460;9154;248;84.73;N;14642
74685;746856160;MANANCIAL;3102;16060;98;25.9;N;14579
75225;752256161;FAXINHA;766;2971;102;46.89;N;14670
75636;756366162;JUNDIAI DO SUL;1717;8286;398;244.64;N;14697
71745;717456163;ABRANCHES;10192;15500;198;34.09;N;15948
71745;717456164;BARREIRINHA;8367;12315;147;25.3;N;15948
75012;750126165;LIMEIRA;2827;16463;777;169.91;N;14633
75105;751056167;MANDASSAIA;1580;9512;563;180.17;N;14578
75979;759796168;PEROLA INDEPENDENTE;573;12480;145;150.14;N;15968
72996;729966169;GRAMA VERDE;4848;12592;94;19;N;14611
74880;748806170;ANNE FRANK;1642;20480;74;13.24;N;16766
74880;748806171;FANY;2793;8345;57;9.47;N;16766
74130;741306172;ARGENTINA;3436;18695;70;5.39;N;16758
74130;741306173;CASTRO;1967;6998;44;4.47;N;16758
74680;746806174;LAGO AZUL;6135;12400;108;20.6;N;16767
74125;741256175;VERA CRUZ;4693;30360;85;15.6;N;15579
75630;756306176;SAPE;1369;10619;319;129.13;N;16780
72980;729806177;APOLO;3428;13755;84;14.06;N;15927
74520;745206178;CASCATINHA;2865;11968;96;14.06;N;15971
74200;742006179;CRISTO REI;3825;12538;66;6.67;N;15974
72685;726856182;CAIOBA;3723;11878;101;8.17;N;14644
74090;740906183;SAO GABRIEL;3241;6175;62;9.49;N;15923
74110;741106184;NICARAGUA;3518;12090;105;16.47;N;15969
74110;741106185;BANESTADO;5951;22110;127;17.99;N;15969
74110;741106186;SAO LUCAS;5751;26442;130;11.53;N;15969
71100;711006187;SAO BRAZ;4551;6525;94;16.93;N;15563
74090;740906191;BARBOZA;3795;12148;103;15.28;N;15923
74755;747556192;CAPAO DA IMBUIA;4357;8808;78;13.39;N;15922
71900;719006193;ZIBARTH;5214;13515;103;20.56;N;16775
71900;719006194;CAJURU;2423;3248;36;6.53;N;16775
71900;719006195;MERCURIO;4285;5708;69;11.61;N;16775
74880;748806197;SALGADO FILHO;3085;17375;88;15.48;N;16766
71900;719006198;RUI BARBOSA;5002;20800;114;22.52;N;16775
75105;751056202;ARACATUBA;4092;22758;622;150.85;N;14578
75828;758286203;SAO VICENTE;1119;7298;427;198.34;N;15970
75134;751346205;ESTRELA;4165;13544;579;207.46;N;15950
75134;751346206;RURAL;1543;7716;578;261.94;N;15950
72576;725766207;TORRES;2147;7132;76;8.98;N;14657
75066;750666208;CAPIVARI;1613;9359;434;153.87;N;14578
72153;721536209;JARDIM AMERICA;4651;18195;136;18.32;N;14694
75066;750666210;EMBRATEL;1541;8350;398;156.93;N;14578
72827;728276211;INDUSTRIAL;1044;39280;72;14.02;N;14635
72827;728276212;COOPERATIVA;2017;9698;67;8.25;N;14635
72827;728276213;ESTRADINHA;4910;11970;96;18.38;N;14635
72827;728276214;ROCIO;4346;16122;94;13.91;N;14635
72827;728276215;MARLIM;4445;12962;99;15.87;N;14635
72827;728276216;GAROUPA;357;8652;9;4.73;N;14635
72827;728276217;GUARANI;4717;16445;110;22.34;N;14635
72827;728276218;BETARA;2388;7985;52;10.41;N;14635
72827;728276219;COSTEIRA;5071;16355;135;18.17;N;14635
72827;728276221;ALVORADA;1059;13158;48;8.42;N;14635
72685;726856222;PRAINHA;5581;15122;173;26.03;N;14644
72685;726856223;FLAMINGO;5404;10560;134;21.61;N;14644
72685;726856224;ATLANTICO;2867;8950;76;6.21;N;14644
72685;726856225;SAO MATEUS;4950;9420;108;17.68;N;14644
74090;740906226;JARDIM CLAUDIA;3918;10202;77;15.81;N;15923
75010;750106227;PEREQUE;2112;3682;48;7.33;N;16769
75010;750106228;GAIVOTAS;3401;5505;77;14.68;N;16769
72846;728466229;CANOAS;4821;8438;113;19.63;N;16769
71700;717006230;CARRETEIRO;95;20940;24;8.13;N;15943
74090;740906231;PALMARES;5080;9290;96;15.87;N;15923
72846;728466232;SANTA TEREZINHA;5682;9698;118;21.48;N;16769
75275;752756233;IPANEMA;3493;6872;80;12.99;N;16769
75275;752756234;SHANGRILA;3621;4672;72;13.05;N;16769
75034;750346235;FERROGUSA;159;1310;76;25.73;N;14583
75034;750346236;PORTO;3412;7188;176;45.92;N;14583
75034;750346237;BATEL;4499;8118;124;29.41;N;14583
71200;712006238;RIO PEQUENO;374;2342;122;41.45;N;14593
71200;712006239;VILA RESIDENCIAL;272;955;37;12.34;N;14593
72240;722406240;MARCONDES;4347;14085;199;69.52;N;14678
71200;712006241;VALVULA BORBOLETA;0;30;1;1.89;N;14593
74145;741456242;PANTANAL;1979;8018;46;9.81;N;16759
71900;719006243;BELEM;1723;4908;37;7;N;16775
75059;750596244;GUAJUVIRA;1531;9560;327;104.17;N;14684
75242;752426246;COSTAO;1339;3572;61;16.27;N;14593
75617;756176249;ATAMI;3486;8058;102;21.85;N;16769
75617;756176250;ILHAS;1518;4042;107;72.89;N;16769
75927;759276251;LAGOINHA;3360;19620;829;266.94;N;14600
75617;756176252;TECHINT;2279;14095;88;23.85;N;16769
74755;747556253;VARGEM GRANDE;888;8962;41;5.45;N;15922
74755;747556254;BRASHOLANDA;2034;13358;58;9.52;N;15922
71105;711056255;RUTGERS;40;19085;19;6.95;N;14588
74755;747556256;EMILIANO;944;14335;55;8.63;N;15922
74755;747556257;REALEZA;1727;24412;67;10.14;N;15922
74680;746806258;GANCHINHO;3513;7568;53;9.11;N;16767
72576;725766259;BREJATUBA;3298;7860;75;12.31;N;14657
72576;725766260;CAIEIRAS;2850;13785;121;15.7;N;14657
72576;725766261;COHAPAR;4682;11430;111;18.49;N;14657
72576;725766262;CRISTO;3407;9158;89;11.51;N;14657
72576;725766263;NEREIDAS;3955;7808;90;22.07;N;14657
74346;743466264;ROLANDIA;3633;20122;79;13.52;N;15972
72842;728426265;ITIBERE;8;15140;2;2.37;N;14631
75645;756456268;MARMELEIRO;1400;16797;855;278.14;N;15565
75645;756456273;AMIZADE;1916;6662;90;19.03;N;15565
75094;750945808;FIGUEIRINHA;1587;6563;239;89.14;N;16755
75997;759975809;CEU AZUL;3673;12880;370;153.52;N;16780
74200;742005810;PROGRESSO;3787;13545;84;13.28;N;15974
72821;728215811;MUFFATO;3960;19275;98;10.67;N;14640
74877;748775812;MARINHO;4448;16115;86;9.02;N;15564
75239;752395813;DIAMANTE DO SUL;2091;15204;948;449.02;N;14668
72360;723605814;CRISTO REI;3010;12652;103;12.49;N;14665
74878;748785815;MIRANDA;0;0;0;0.36;N;15578
72360;723605816;INDEPENDENCIA;3816;7312;105;20.61;N;14665
72985;729855817;COLARES;3300;14260;84;9.68;N;15573
72360;723605818;PROGRESSO;2643;18342;186;82.67;N;14665
72823;728235819;VILA ROSA;4965;21100;138;31.85;N;14638
74743;747435820;BERTOLLI;4590;14640;214;54.6;N;15567
72360;723605821;VANGUARDA;2457;24208;341;253.91;N;14665
75710;757105822;BEIJA-FLOR;1523;12082;293;117.6;N;14628
72823;728235823;JARDIM CRISTINE;4799;14190;161;34.94;N;14638
72823;728235824;QUERO-QUERO;566;7942;293;140.24;N;14638
72360;723605825;CARAZZAI;2943;6635;77;12.09;N;14665
72860;728605826;ESPLANADA;4886;12810;115;30.6;N;14624
72860;728605827;SHANGRILA;7589;17052;261;85.53;N;14624
72860;728605828;SOUZA NAVES;6956;15890;213;48.59;N;14624
74110;741105829;CISNE;7320;13915;145;23.26;N;15969
75325;753255830;DORIZON;823;8580;441;155.76;N;14627
72860;728605831;MADUREIRA;2868;17618;104;16.73;N;14624
72153;721535832;VICENTINA;4089;11395;94;18.36;N;14694
72153;721535833;BRASILIA;3148;11815;76;11.73;N;14694
72153;721535834;EUROPA;4302;9028;81;17.12;N;14694
71100;711005835;PITANGA;4729;13228;108;16.7;N;15563
72573;725735838;ACAFRAO;2333;8020;61;11.76;N;14658
75325;753255839;ELDORADO;2889;9886;248;76.84;N;14627
71780;717805840;GEROMA;55;12438;20;7.96;N;14680
71780;717805841;BETUNEL;1011;9208;50;18.09;N;14680
75307;753075842;BARROCA;1486;4952;152;71.5;N;14665
75307;753075843;JANDINOPOLIS;296;3790;84;64.74;N;14665
75514;755145844;AVENIDA;1752;4238;48;11.96;N;14665
71100;711005845;PASSAUNA;318;9908;42;9.45;N;15563
72560;725605846;JATOBA;5693;16900;142;27.26;N;15938
71100;711005847;EDUARDO SPRADA;1278;20815;88;19.44;N;15563
75162;751625848;PINHEIRINHO;219;2508;69;63.34;N;15574
75514;755145849;VALERIOS;1327;10908;125;98.43;N;14665
72869;728695850;VITORIA;3108;13118;224;96.18;N;14619
75162;751625851;SANTA TEREZINHA;66;1510;33;29.43;N;15574
72150;721505852;PARANA;3913;12273;214;75.6;N;14697
72150;721505853;FLORIANO;4626;11215;125;20.87;N;14697
72868;728685854;PEDREIRA;1625;18728;364;133.45;N;16780
72150;721505855;VILA MARIA;1967;7882;115;58.64;N;14697
72150;721505856;FLORESTA;397;22990;60;37.91;N;14697
72583;725835857;GETULIO VARGAS;4443;11220;102;23.46;N;15565
71180;711805858;MADEIRA;2509;14812;73;13.89;N;14591
75317;753175859;VIEIRAS;1186;11080;451;140.53;N;14633
72583;725835860;REPETIDORA;4447;12252;131;27.62;N;15565
74145;741455861;IGUAPE;3366;17814;105;14.69;N;16759
71105;711055862;CUPIM;1586;17055;58;14.59;N;14588
72583;725835863;VIRGILIO MOREIRA;4329;17708;150;30.01;N;15565
74145;741455864;CARMO;1531;11955;57;8.18;N;16759
72849;728495865;PERU;577;5495;57;19.13;N;14629
72583;725835867;BARBOSA MELO;1627;23075;1002;404.52;N;15565
72583;725835868;GONCALVES JUNIOR;1339;13896;731;246;N;15565
72860;728605869;VILA SANTO ANTONIO;4160;12668;107;19.11;N;14624
75002;750025870;PARAISO;1530;6905;296;129.77;N;14697
72849;728495871;ZAMBIA;655;11053;579;311.52;N;14629
72583;725835872;FRAGATAS;1500;19736;536;225.59;N;15565
75002;750025873;GREVILHA;1450;4760;147;64.19;N;14697
72869;728695874;SOCORRO;133;1658;23;32.56;N;14619
74145;741455875;GUIMARAES;2796;5032;46;6.22;N;16759
72080;720805876;INGA;3341;12518;260;140.59;N;14693
72868;728685877;ESTACAO;3585;15282;547;189.64;N;16780
72863;728635878;VILA CLARO;3192;13088;144;23.46;N;14623
75261;752615879;DUQUE DE CAXIAS;2148;6282;89;22.55;N;15565
75631;756315880;PAINEIRAS;2004;11488;581;165.1;N;14652
72647;726475881;PARAGUACU;1770;7670;57;12.93;N;14647
75179;751795882;SANTA FELICIDADE;332;6576;177;99.13;N;15571
72220;722205883;MINAS GERAIS;3844;19468;115;12.29;N;16768
72220;722205884;PARANA;3305;15640;76;9.45;N;16768
72080;720805885;OLIMPIA;1691;10508;205;81.91;N;14693
72560;725605886;CAMBARA;4599;9722;86;17.91;N;15938
75179;751795887;JUNQUEIRA;3339;14590;251;110.02;N;15571
72647;726475888;TIBAGI;2246;4312;58;12.35;N;14647
72080;720805889;AMERICANA;821;2482;20;4.94;N;14693
75179;751795890;IVATE;1126;6336;232;100.91;N;15571
75271;752715891;IPIRANGA;2200;4298;57;12.8;N;14693
75271;752715892;PORTO RAUL MARINHO;803;8628;269;184.61;N;14693
72578;725785893;JARACATIA;4423;8355;111;22.23;N;14656
75302;753025894;CANTEIRO ENERGETICA;677;6312;123;37.38;N;15939
75100;751005895;RUI BARBOSA;2119;5600;64;13.4;N;14693
75100;751005896;IAPAR;1730;9382;179;111.17;N;14693
